id,Headline,Date,Year,Newspaper,sentiment_label,sentiment_score
244,De beste concerten die niet doorgingen,2020-05-29,2020,AD/Algemeen Dagblad,NEG,-0.8484112167227477
245,De debuutroman van Maarten van der Graaff is een tastend boek over wat religie nog kan betekenen in een seculier land.,2017-09-02,2017,de Volkskrant,NEU,-0.15415489452591072
246,De dood loert in de Filipijnse drugswijken - Maar één buurt biedt tegenstand,2020-06-08,2020,de Volkskrant,NEG,-0.8722390414042146
247,De drankzucht van de Lakota,2017-09-15,2017,de Volkskrant,NEG,-0.8706812114019359
248,"De Haagse Weimarstraat is het zat: 'Drugs eruit, buurt erin'",2020-07-06,2020,de Volkskrant,NEG,-0.8576295161502067
249,De krachtmeting met Klaas Otto,2017-09-09,2017,de Volkskrant,NEG,-0.6174129052551706
250,De maat is vol,2017-10-11,2017,De Telegraaf,NEG,-0.3839869654938583
251,De Marokkaanse link,2017-09-02,2017,de Volkskrant,NEG,-0.20210150214654068
252,De methode-Al Capone,2017-09-27,2017,de Volkskrant,NEG,-0.692843627563081
253,De moeder aller festivals,2020-06-20,2020,AD/Algemeen Dagblad,NEG,-0.9058917067829807
254,De NH90: betrouwbaar werkpaard én roestbak,2020-07-21,2020,de Volkskrant,NEG,-0.8676902918569741
255,De nieuwe oogst,2017-09-16,2017,de Volkskrant,NEG,-0.5966653379795965
256,De nieuwe tijddieven wrijven in hun handen,2020-07-23,2020,de Volkskrant,NEG,-0.8985856684438744
257,"De nieuwe verfilming van Berlin Alexanderplatz, de befaamde roman uit 1929, oogt als een veredelde koortsdroom.",2020-08-06,2020,de Volkskrant,NEG,-0.8566603390967856
258,De nijlpaarden uit de erfenis van Escobar,2020-06-20,2020,de Volkskrant,POS,0.594325020616213
259,De perfecte... raptekst,2017-09-30,2017,de Volkskrant,NEU,-0.02712974324633965
260,De professionele plofkraker lijkt ongrijpbaar,2017-09-04,2017,AD/Algemeen Dagblad,NEG,-0.3995662338345033
261,De rocker van het gouden Ajax,2020-07-13,2020,de Volkskrant,NEG,-0.5307152978064387
262,De sfeer bleef relaxt,2020-06-20,2020,AD/Algemeen Dagblad,POS,0.34817787591602434
263,De sheriff die Bouterse te grazen nam,2020-05-27,2020,de Volkskrant,NEG,-0.5601860154130699
264,De showbizzmoord,2020-07-08,2020,de Volkskrant,NEG,-0.7522549712995746
265,De toeristen keren terug maar niet te veel graag,2020-06-15,2020,de Volkskrant,NEU,0.05048747175908337
266,De val van Midgaard,2020-06-22,2020,de Volkskrant,NEG,-0.9759288531564947
267,De Vries doet aangifte tegen vorige advocaat Nabil B.,2020-07-06,2020,de Volkskrant,NEG,-0.8216169277202519
268,De wortels van Willie,2020-07-23,2020,De Telegraaf,NEG,-0.674727641931812
269,Decadent feesten op Ibiza,2020-06-23,2020,De Telegraaf,NEG,-0.8917629168900784
270,Den Dolder denkt constructief mee,2017-10-23,2017,de Volkskrant,NEG,-0.8394048902587038
271,Desastreuze drugsproductie,2020-07-02,2020,De Telegraaf,NEG,-0.966768282300367
272,Detective tussen het wasgoed,2020-07-25,2020,AD/Algemeen Dagblad,NEU,-0.04014582384031386
273,Deze Twin Peaks ontwikkelt zich gestaag tot een verrukkelijke ontleding van Amerika. *****,2017-09-09,2017,de Volkskrant,POS,0.6513222853982066
274,Dezonschijnt weer voor Jim de Groot,2017-08-23,2017,AD/Algemeen Dagblad,NEG,-0.8727151031575764
275,Digitaal politiedistrict,2020-06-06,2020,AD/Algemeen Dagblad,NEG,-0.2922620999380554
276,Dit is geen racistisch land,2017-10-13,2017,de Volkskrant,NEG,-0.8780450244644634
277,Doodsbange Woody Allen haalt uit naar ex; Memoires zijn één grote afrekening,2020-06-24,2020,De Telegraaf,NEG,-0.8209095799176306
278,Doping in elke sport,2017-09-12,2017,De Telegraaf,NEG,-0.6233311459578411
279,Douane vindt 800 kilo cocaïne,2017-09-01,2017,AD/Algemeen Dagblad,NEG,-0.5955028120871251
280,Douane vindt800 kilo coke,2017-09-01,2017,De Telegraaf,NEG,-0.7002689442863476
281,Drama droogt op; Na 'Dertigers' volgt voorlopig alleen nog 'Papadag' van eigen bodem,2020-06-25,2020,De Telegraaf,NEG,-0.915326313003013
282,Drie bestuursleden van Satudarah gearresteerd,2017-09-27,2017,de Volkskrant,NEG,-0.5222530931495357
283,Drie keer per dag rijdt een dader door na zwaar ongeluk,2020-07-30,2020,AD/Algemeen Dagblad,NEG,-0.7712614371114905
284,Drie musketiers in de noodopvang,2017-09-11,2017,de Volkskrant,NEG,-0.38347978229426627
285,Drie patiënten van neparts overleden,2020-06-22,2020,AD/Algemeen Dagblad,NEG,-0.7501716603758947
286,Drie Vuelta-mythes die u moet kennen,2017-09-02,2017,AD/Algemeen Dagblad,NEG,-0.705266009101274
287,Drugs en wapens:man voor rechter,2017-10-20,2017,De Telegraaf,NEG,-0.7174380882892467
288,Drugs ontwrichten haven Antwerpen,2020-07-25,2020,AD/Algemeen Dagblad,NEG,-0.8761605126699898
289,Drugs tussen de cacaobonen,2020-07-30,2020,De Telegraaf,NEG,-0.9231039977758079
290,Drugs vliegen letterlijk door de rechtbank,2017-10-07,2017,AD/Algemeen Dagblad,NEG,-0.8328499560441472
291,Drugsballen over gevangenismuur,2020-06-24,2020,De Telegraaf,NEG,-0.5900860151026563
292,Drugsbaron Çetin G. uit Schiedam na zijn vlucht vast in Turkije,2020-07-01,2020,AD/Algemeen Dagblad,NEG,-0.6652931968506717
293,Drugscamera blijft uit,2017-09-09,2017,De Telegraaf,NEG,-0.786278424218999
294,Drugsgebruik daalt tijdens lockdown,2020-06-17,2020,de Volkskrant,NEU,-0.11067344692054085
295,Drugsgeld gebruiken,2020-07-28,2020,De Telegraaf,NEG,-0.6829640907525968
296,Drugskartel Mexico provoceert met video zwaarbewapend leger,2020-07-20,2020,AD/Algemeen Dagblad,NEG,-0.560634925502023
297,Drugskoerier. Gevangene. Wielrenner. Drugshulpverlener,2017-09-06,2017,de Volkskrant,NEU,-0.01719964303028641
298,Drugspand mag sneller gesloten,2017-08-22,2017,de Volkskrant,POS,0.6179890480795492
299,"Drugsvangst van1,6 miljard euro",2017-08-25,2017,De Telegraaf,NEG,-0.29412721421649074
300,Drugsverdachte maakt het bont,2017-09-29,2017,De Telegraaf,NEG,-0.7786700374218847
301,Drugsvlieger landt in Berlijn; 'Chef transport' van cokebaron Escobar vrijgelaten,2020-06-18,2020,De Telegraaf,POS,0.4458209912571519
302,Drugsvondst in tas in auto,2017-09-01,2017,De Telegraaf,NEG,-0.8085966144703621
303,"Druk, drukker, DRUKS; Francien Regelink wil AD(H)D'ers hun superkracht laten zien",2020-08-03,2020,De Telegraaf,NEG,-0.3626041336917004
304,Dubbele moord uit 1991 weer onder loep,2017-10-17,2017,De Telegraaf,NEG,-0.6261397631887328
305,Duisternis op z'n mooist,2017-10-24,2017,de Volkskrant,NEG,-0.3811433457813601
306,Duitslands grootste online drugsdealers voor de rechter,2020-08-06,2020,AD/Algemeen Dagblad,NEG,-0.7333409376078279
307,Duterte gooit roer om in drugsoorlog,2017-10-13,2017,De Telegraaf,NEG,-0.7034162812396823
308,Duterte jr. in de drugs? Vader zal hem doden,2017-09-22,2017,de Volkskrant,NEG,-0.7180373829693271
309,Dwars door de lens,2020-06-06,2020,de Volkskrant,NEG,-0.3864271284803565
310,Dwarslaesie door gebruik lachgas,2020-06-26,2020,AD/Algemeen Dagblad,NEG,-0.9006386274265356
311,Een fascinerend soort mens,2020-06-13,2020,de Volkskrant,POS,0.8406566097168228
312,Een James Bond op steroïden,2017-09-21,2017,De Telegraaf,NEG,-0.7815807684030227
313,Een masterclass meesterwerk maken,2017-08-24,2017,De Telegraaf,NEG,-0.4232811013826473
314,Eén opname ruïneerde hele filmcarrière,2020-07-27,2020,AD/Algemeen Dagblad,NEG,-0.444743956712975
315,"Een pilletje, schat?",2017-08-26,2017,De Telegraaf,NEG,-0.40261801742096803
316,Een verdacht dure manier om bitcoins te verkopen,2017-10-24,2017,de Volkskrant,NEG,-0.7289346475333797
317,Eerst kwam corona en toen een orkaan,2020-05-27,2020,AD/Algemeen Dagblad,NEG,-0.8809398003923751
318,Effect lachgas onderschat,2020-06-05,2020,AD/Algemeen Dagblad,NEG,-0.6931016686493606
319,Eigen moordenaar mogelijk gefilmd,2017-09-20,2017,De Telegraaf,NEG,-0.752410807082502
320,Eigen vlog nekt sjoemelaar Diego; P. zou geld voor armen in zijn zak steken,2020-05-30,2020,De Telegraaf,NEG,-0.9805142529388667
321,Einde van een imperium; Finale 'Empire' zonder laatste twee afleveringen,2020-07-15,2020,De Telegraaf,POS,0.6279212518034427
322,"Eindelijk antwoorden voor ouders Maddie?; Duitse zedendelinquent in beeld, dertien jaar na de veelbesproken verdwijning van het Britse meisje",2020-06-05,2020,De Telegraaf,NEG,-0.9757616737403152
323,"Eindelijk, Narcos 3 op Netflix",2017-08-31,2017,AD/Algemeen Dagblad,NEG,-0.21785993904072717
324,Eis 5 jaar voor jonge dealer,2020-06-11,2020,De Telegraaf,NEG,-0.62933111344329
325,Eis 7 jaar en tbs voor doden Lisa; 'Geen betere vrouw te wensen',2020-06-24,2020,De Telegraaf,NEG,-0.8811775022042989
326,Eis tegen oud-PVV'er: 22 maanden,2017-09-20,2017,de Volkskrant,NEG,-0.42947818293627293
327,"Eis vier jaar voor doodschieten vriend; Vooraf zes flessen witte wijn, Johnny Walker, ketamine en joints",2020-07-09,2020,De Telegraaf,NEG,-0.9298350257188683
328,Eis: 25 jaar cel voor doden van stel,2017-10-10,2017,AD/Algemeen Dagblad,NEG,-0.8517122067749194
329,Eis: 25 jaar voor tweevoudige moord,2017-10-10,2017,De Telegraaf,NEG,-0.4035511249915628
330,Eis: twaalf jaar tegen douanier,2020-07-25,2020,AD/Algemeen Dagblad,NEG,-0.7512246020551647
331,Emma versus antidepressiva,2017-10-10,2017,de Volkskrant,NEG,-0.7633255893629467
332,En vervolgens nemen we nog een ballonnetje,2020-06-06,2020,AD/Algemeen Dagblad,NEG,-0.9823304135269766
333,EncroChat megazaak,2020-07-08,2020,De Telegraaf,NEG,-0.7431671507320563
334,Er ging een lampje uit bij Danny B. (44),2017-09-20,2017,De Telegraaf,NEG,-0.8131196656818869
335,Erop en erover,2017-10-04,2017,de Volkskrant,NEU,-0.025606760932957093
336,Europa wil afrekenen met fraude in interne markt,2017-10-04,2017,de Volkskrant,NEU,-0.018458508136452806
337,Even het koppie erbij houden,2020-06-23,2020,De Telegraaf,NEG,-0.846784720751051
338,Even terug naar Klein Orkest,2017-10-05,2017,AD/Algemeen Dagblad,POS,0.7524515704248933
339,Evenwicht,2017-09-13,2017,de Volkskrant,NEG,-0.8862968367087943
340,Examen zonder rituelen,2020-05-30,2020,AD/Algemeen Dagblad,NEG,-0.6114772766255209
341,Expert: Thijs H. kreeg pillen die psychose juist aanwakkerden,2020-06-24,2020,AD/Algemeen Dagblad,NEG,-0.8603437683274514
342,Extatisch,2020-06-22,2020,de Volkskrant,POS,0.6516782938722556
343,Extremisten aan de haal met Floyds dood,2020-06-03,2020,De Telegraaf,NEU,-0.09832731811253881
344,Farc verlegt strijd naar politieke arena,2017-09-01,2017,de Volkskrant,NEU,0.0005823553091462072
345,Feest op de gang,2017-09-06,2017,de Volkskrant,NEG,-0.8894164326779108
346,Fifa-gate als suikerpot,2020-06-11,2020,AD/Algemeen Dagblad,NEG,-0.6817646553930485
347,Film als therapie; 'Honey Boy',2020-06-04,2020,De Telegraaf,NEG,-0.8472187276068317
348,Financiële brein achter organisatie Taghi opgepakt,2020-06-08,2020,AD/Algemeen Dagblad,NEG,-0.7747121767939246
349,Flinke eis driedubbele moordverdachte,2017-10-10,2017,De Telegraaf,NEG,-0.6387425088419629
350,Formulewerk met grapefruit-seks,2017-09-07,2017,De Telegraaf,NEG,-0.9759412844423622
351,Forse rekening voor drugsafval; Overheden druk met opruimen chemische troep,2020-06-23,2020,De Telegraaf,NEG,-0.7988286531050862
352,Fout signaal aan jongeren,2017-10-12,2017,De Telegraaf,NEG,-0.30491510498913177
353,Frank Masmeijer krijgt 8 jaar cel voor smokkelen van 467 kilo cocaïne,2017-10-14,2017,de Volkskrant,NEG,-0.8506681620370158
354,Frank,2017-09-16,2017,AD/Algemeen Dagblad,NEG,-0.9579017861642202
355,Gaat DEZE foto JOHNNY DEPP redden?; Mishandelde hij ex-vrouw nu wél of niet?,2020-07-10,2020,De Telegraaf,NEU,-0.023521774431157647
356,Geachte redactie,2020-07-31,2020,de Volkskrant,NEG,-0.8070160054633724
357,Gebrek aan opvang voor daklozen,2020-08-05,2020,De Telegraaf,NEG,-0.973592740212641
358,Gedachte aan Maddie nog springlevend; Algarve sceptisch over nieuwe'bijna-oplossing',2020-06-08,2020,De Telegraaf,NEG,-0.3393548158243813
359,Gedoogde wietteelt,2017-10-11,2017,De Telegraaf,NEG,-0.7422075163874722
360,Gedroomde glimlach,2020-06-08,2020,de Volkskrant,NEU,-0.01688822352135513
361,Geen bankrekening voor coffeeshophouder; Witwasrisico,2020-08-05,2020,De Telegraaf,NEG,-0.8494064897579348
362,Geen bommen maar woorden,2017-09-21,2017,AD/Algemeen Dagblad,NEG,-0.9598787789772705
363,Geen extra geld voor drugsaanpak; Aboutaleb wilde meer inzet in haven,2020-07-03,2020,De Telegraaf,NEG,-0.7950709978855081
364,"Geen gastlessen, geen filmavondjes, geen meidengroep: voor jongerenwerker Frederique Bindels is het een stuk lastiger geworden 'haar' kwetsbare tieners en twintigers in de gaten te houden. Terwijl ze juist nu zo hard nodig is. Hé meiden, hoe is het nou?",2020-06-06,2020,de Volkskrant,NEG,-0.9153349864933488
365,Geen lachgas meer in Den Haag,2020-07-21,2020,AD/Algemeen Dagblad,NEG,-0.9384479794889179
366,Geen paling maar kilo’s coke uit Noordzee gevist,2017-09-13,2017,De Telegraaf,NEG,-0.5148006875352303
367,Geen werk en een fooitje ter compensatie,2017-10-07,2017,de Volkskrant,NEG,-0.3554130015297438
368,Geheime acties bij politie falen,2017-10-17,2017,AD/Algemeen Dagblad,NEG,-0.8198305202043131
369,Gehuld in nevelen,2020-06-19,2020,de Volkskrant,NEG,-0.8631044218561303
370,Geneesmiddelen 'hergebruikt' bij andere patiënten,2017-08-28,2017,AD/Algemeen Dagblad,NEG,-0.5551217607593699
371,Genie dat de controverse nooit wist te verslaan,2020-05-29,2020,De Telegraaf,NEG,-0.5930756313054989
372,Gerechtigheid voor George en Adama,2020-06-13,2020,de Volkskrant,NEG,-0.3853544013304279
373,Geschiedschieter,2017-09-22,2017,de Volkskrant,NEU,0.10323880259091035
374,Gestoord,2017-10-14,2017,De Telegraaf,NEG,-0.8832735108642562
375,Gewetenloos,2020-07-01,2020,De Telegraaf,NEG,-0.3349484723936794
376,Gipharts verrukkelijke 5: popmuzikanten,2020-07-04,2020,AD/Algemeen Dagblad,NEU,-0.1655243003472771
377,Gipharts verrukkelijke 5: wereldsteden,2020-06-27,2020,AD/Algemeen Dagblad,POS,0.6837495047861133
378,Girls trip (***),2017-09-07,2017,de Volkskrant,NEG,-0.857889106432671
379,Gitarist met Doe Maar in zijn voorprogramma,2020-06-12,2020,de Volkskrant,NEG,-0.28831896839972165
380,Gluurbuurt,2017-09-08,2017,de Volkskrant,NEG,-0.9126996413686965
381,Goed humeur,2017-08-25,2017,de Volkskrant,NEG,-0.8011207891530201
382,Goede Cijfers Slechte Cijfers,2017-09-23,2017,de Volkskrant,NEG,-0.816469293373575
383,Goede grap,2020-05-30,2020,De Telegraaf,NEG,-0.7898359965750719
384,Gordon,2020-07-08,2020,AD/Algemeen Dagblad,NEG,-0.3340551509810613
385,"Graaskoe leeft langer, is gezonder en loont prima",2017-10-02,2017,de Volkskrant,NEG,-0.4732772124651067
386,"Granola kan je met liefde maken, maar het kan er niet in zitten",2017-10-06,2017,de Volkskrant,NEU,0.0633806253376767
387,Greep naar de macht; Mondkapjesplicht toont toegenomen invloed van niet rechtstreeks gekozen burgemeester,2020-08-05,2020,De Telegraaf,POS,0.6390183139888701
388,Groot idee,2020-06-30,2020,de Volkskrant,NEG,-0.7360383004233002
389,Groot onderzoek na inval in pand,2020-07-01,2020,De Telegraaf,NEG,-0.8983391731034078
390,Groot Talent met ups en downs,2017-10-21,2017,De Telegraaf,NEG,-0.4398864037515312
391,"Groot wantrouwen, tegen bijna alles",2020-07-10,2020,AD/Algemeen Dagblad,NEG,-0.31246883413697535
392,Grote partij cocaïne in levensmiddel,2017-10-05,2017,AD/Algemeen Dagblad,NEG,-0.46125739135082683
393,"Hallo gewone, normale Nederlanders",2017-10-17,2017,de Volkskrant,POS,0.31153869430676845
394,"Hallo, daar zijn we weer!; bij de koffieautomaat",2020-08-08,2020,De Telegraaf,NEG,-0.8794489720223657
395,"Halsema: symbool van links, mikpunt voor rechts",2020-06-12,2020,AD/Algemeen Dagblad,NEU,-0.17440119379702215
396,Halve wereld heeft natte voeten Plastic zakken van qat verstoppen afwateringskanalen,2017-09-01,2017,AD/Algemeen Dagblad,NEG,-0.9160930357045676
397,Handen ineen tegen blowtoerist; 'Coffeeshop alleen nog voor inwoners',2020-07-17,2020,De Telegraaf,NEG,-0.6506932789778986
398,Hard gelag,2020-06-11,2020,De Telegraaf,NEG,-0.8111260700960947
399,Harde les,2020-07-22,2020,de Volkskrant,NEU,-0.13128765134771508
400,Harde lessen,2020-06-02,2020,de Volkskrant,NEG,-0.402244423409749
401,Harry Nilsson,2020-06-20,2020,de Volkskrant,NEU,-0.0089214488331593
402,Harvey Weinstein: kind van de jaren zeventig,2017-10-18,2017,de Volkskrant,NEG,-0.9761769203001015
403,Hating Pablo,2017-09-07,2017,de Volkskrant,NEG,-0.6606139407381529
404,Hechte groep jongens zonder raar verleden,2017-08-25,2017,de Volkskrant,NEG,-0.5810019062872275
405,Heemels in de hel,2017-09-20,2017,De Telegraaf,NEG,-0.9279785525090225
406,"Heerlijk, zo weinig prikkels",2020-07-04,2020,De Telegraaf,POS,0.520783296410194
407,Heijn-familie,2017-10-14,2017,De Telegraaf,NEG,-0.7792410551167126
408,Heilloze sprint naar grote geld; 'Drugsrunner' Roelf B. voor Hongaarse rechter,2020-06-29,2020,De Telegraaf,NEG,-0.6637852907367147
409,Helhuis,2017-09-14,2017,de Volkskrant,NEG,-0.81842893435727
410,Helikopterontsnapping 'in alle rust' verijdeld,2017-10-13,2017,de Volkskrant,NEG,-0.5719863848800227
411,Hendrik,2017-10-24,2017,AD/Algemeen Dagblad,NEG,-0.7750652918153942
412,Heroïne voor coke,2017-09-08,2017,De Telegraaf,NEG,-0.36752494836342847
413,het beste hippieverhaal,2017-09-07,2017,de Volkskrant,NEG,-0.23461417691776543
414,Het dubbelleven van politiemolOrm K. uit Vianen,2020-06-08,2020,AD/Algemeen Dagblad,NEG,-0.958687055344791
415,Het gaat wekelijks mis in tbs-wereld,2020-06-10,2020,De Telegraaf,NEG,-0.7846954848784571
416,Het gedoogbeleid is een misbaksel,2017-09-21,2017,De Telegraaf,NEG,-0.713775178176409
417,"Het land vertellen hoe het verder moet, dat ligt Bruls wel",2020-08-01,2020,AD/Algemeen Dagblad,POS,0.22510931850903818
418,Het leed dat liefde heet,2017-09-12,2017,de Volkskrant,POS,0.2604436336823014
419,het misverstand drank,2017-09-23,2017,de Volkskrant,NEG,-0.5952673174671643
420,Het oeuvre van Darren Aronofsky,2017-09-14,2017,de Volkskrant,NEG,-0.525992741191586
421,"Het project voor jongeren is weg, de dealers zijn er nog",2020-06-16,2020,de Volkskrant,NEG,-0.8250361912487907
422,Het schip in,2017-09-02,2017,de Volkskrant,POS,0.8584410135878916
423,Het valt best mee met die puberteit,2017-10-16,2017,De Telegraaf,POS,0.35352639892716303
424,Het wachten is op missers,2017-10-04,2017,De Telegraaf,NEG,-0.9077317501270767
425,Hier ben ik,2017-10-24,2017,de Volkskrant,NEG,-0.7800210475670134
426,"Hij had de looks, maar leed aan een leven als kleinzoon van The King",2020-07-15,2020,de Volkskrant,NEG,-0.7301772531195749
427,Hippie in maatpak,2017-09-02,2017,De Telegraaf,POS,0.7169964928720435
428,Hipsterhotel,2017-10-07,2017,de Volkskrant,POS,0.847731220991384
429,Hoe Cannabis posttraumatische stress kan verlichten,2020-07-01,2020,De Telegraaf,POS,0.6964483104214729
430,Hoe hond Flip mijn leven redde,2017-09-30,2017,AD/Algemeen Dagblad,NEG,-0.24741470445385902
431,Hoe Nabil B. kroongetuige werd door een vergismoord,2020-08-08,2020,AD/Algemeen Dagblad,POS,0.9678836137583438
432,Holland Pop Festival; Toen,2020-06-26,2020,De Telegraaf,NEG,-0.7834950908166833
433,Honderden arrestaties schrikken Britse gangster op,2020-07-03,2020,de Volkskrant,NEU,-0.09706877364957875
434,Hongarije hoopt op info Roelf B.,2020-06-29,2020,AD/Algemeen Dagblad,NEG,-0.5445857419853948
435,Hoofddader Ramblas door politie gedood,2017-08-22,2017,de Volkskrant,NEG,-0.3673072627648475
436,Hoop vervliegt voor vermist Frans meisje,2017-09-15,2017,AD/Algemeen Dagblad,NEG,-0.6816073979233257
437,Horoscoop,2020-07-31,2020,De Telegraaf,POS,0.4506414439595603
438,"Horrorcel boordevol marteltuig; Container met snoeischaar, scalpels en takkenzaag moest collega-criminelen aan de praat krijgen",2020-07-08,2020,De Telegraaf,NEG,-0.6545514824810622
439,Hossein K. blijft weer weg bij rechtszaak,2017-09-06,2017,De Telegraaf,NEG,-0.925415449986502
440,Huilen op een bankje,2020-07-13,2020,de Volkskrant,NEG,-0.5919434174188103
441,Huis maanden dicht om drugs,2017-09-26,2017,De Telegraaf,NEG,-0.8743769044069815
442,Huisarrest met enkelband voor vrienden,2020-06-30,2020,AD/Algemeen Dagblad,NEG,-0.7276648491237369
443,Hulde aan frontlinie,2020-07-02,2020,De Telegraaf,NEG,-0.851102286382414
444,Hull & Happening,2017-09-16,2017,de Volkskrant,NEG,-0.9449378609588928
445,Huurders vluchten na aantasten woongenot,2020-06-17,2020,De Telegraaf,NEG,-0.6777315792395114
446,Ibrahim Azaim,2020-06-26,2020,De Telegraaf,NEG,-0.8630469789572326
447,Ik offer als oudere mijn leven niet op; Brief van de dag,2020-06-19,2020,De Telegraaf,NEG,-0.7495250505240685
